"Payer Name","PayorID"
"AmeriHealth Caritas Louisiana","27357"
"AmeriHealth Caritas Louisiana","27357"
"AmeriHealth Caritas Louisiana","27357"
"AmeriHealth Caritas Louisiana","27357"
"AmeriHealth Caritas Louisiana","27357"
"AmeriHealth Caritas Louisiana","27357"
"AmeriHealth Caritas NorthEast","77001"
"AmeriHealth Caritas NorthEast","77001"
"AmeriHealth Caritas NorthEast","77001"
"AmeriHealth Caritas NorthEast","77001"
"AmeriHealth Caritas NorthEast","77001"
"AmeriHealth Caritas NorthEast","77001"
"AmeriHealth Caritas NorthEast","77001"
"AmeriHealth Caritas PA Community HealthChoices","77062"
"AmeriHealth Caritas PA Community HealthChoices","77062"
"AmeriHealth Caritas PA Community HealthChoices","77062"
"AmeriHealth Caritas PA Community HealthChoices","77062"
"AmeriHealth Caritas PA Community HealthChoices","77062"
"AmeriHealth Caritas PA Community HealthChoices","77062"
"AmeriHealth Caritas PA Community HealthChoices","77062"
"AmeriHealth Caritas PA Community HealthChoices","77062"
"AmeriHealth Caritas Pennsylvania","22248"
"AmeriHealth Caritas Pennsylvania","22248"
"AmeriHealth Caritas Pennsylvania","22248"
"AmeriHealth Caritas Pennsylvania","22248"
"AmeriHealth Caritas Pennsylvania","22248"
"AmeriHealth Caritas Pennsylvania","22248"
"AmeriHealth Caritas Pennsylvania","22248"
"AmeriHealth Caritas Pennsylvania","22248"
"AmeriHealth Caritas VIP Care","77062"
"AmeriHealth Caritas VIP Care","77062"
"AmeriHealth Caritas VIP Care","77062"
"AmeriHealth Caritas VIP Care Plus (Michigan)","77013"
"AmeriHealth Caritas VIP Care Plus (Michigan)","77013"
"AmeriHealth Caritas VIP Care Plus (Michigan)","77013"
"AmeriHealth Caritas VIP Care Plus (Michigan)","77013"
"AmeriHealth Caritas VIP Care Plus (Michigan)","77013"
"AmeriHealth Caritas VIP Care Plus (Michigan)","77013"
"AmeriHealth Caritas VIP Care Plus (Michigan)","77013"
"AmeriHealth Caritas VIP Care Plus (Michigan)","77013"
"AmeriHealth HMO New Jersey and Delaware","23037"
"AmeriHealth HMO New Jersey and Delaware","23037"
"America's PPO","16120"
"America's PPO","16120"
"America's TPA","41178"
"America's TPA","41178"
"America's TPA","41178"
"America's TPA","41178"
"America's TPA","41178"
"America's TPA","41178"
"America's TPA","41178"
"America's TPA","41178"
"America's TPA","41178"
"America's TPA","41178"
"America's TPA","41178"
"American Administrators (West Des Moines Iowa)","Call"
"American Administrators (West Des Moines Iowa)","Call"
"American Behavioral","63103"
"American Behavioral","63103"
"American Benefit Corporation","CX084"
"American Family Insurance","12T31"
"American Family Insurance","TH095"
"American General","62030"
"American General","62030"
"American General","62030"
"American General","62030"
"American Health Medicare","L0220"
"American Health Medicare","L0220"
"American Health Medicare","L0220"
"American Health Medicare","L0220"
"American Healthcare Alliance","1066"
"American Healthcare Alliance","1066"
"American Insurance Administrators (AIA)","26119"
"American Insurance Administrators (AIA)","26119"
"American Insurance Administrators (AIA)","26119"
"American Insurance Administrators (AIA)","26119"
"American Insurance Administrators (AIA)","26119"
"American Insurance Administrators (AIA)","26119"
"American National Ins. Co. (ANICO)","74048"
"American National Ins. Co. (ANICO)","74048"
"American National Life Insurance","58379"
"American National Life Insurance","58379"
"American National Life Insurance","58379"
"American Postal Workers Union Health Plan","44444"
"American Postal Workers Union Health Plan","44444"
"American Postal Workers Union Health Plan","44444"
"American Postal Workers Union Health Plan","44444"
"American Postal Workers Union Health Plan","44444"
"American Progressive Insurance","58379"
"American Progressive Insurance","58379"
"American Progressive Insurance","58379"
"American Progressive Life and Health Insurance Company","48055"
"American Progressive Life and Health Insurance Company","48055"
"American Specialty Health","43146"
"American Trust Administrators Inc.","56195"
"American Trust Administrators Inc.","56195"
"American Trust Administrators Inc.","56195"
"American Whole Health Networks","TH117"
"American Worker Health Plan","37322"
"American Worker Health Plan","37322"
"Americas 1st Choice of South Carolina Inc","55349"
"Americas 1st Choice of South Carolina Inc","55349"
"Americas Choice Healthplans LLC","58379"
"Americas Choice Healthplans LLC","58379"
"Americas Choice Healthplans LLC","58379"
"Amerigroup","27514"
"Amerigroup","27514"
"Amerigroup","27514"
"Amerigroup","27514"
"Amerigroup","27514"
"Amerigroup","27514"
"Amerihealth Caritas District of Columbia","77002"
"Amerihealth Caritas District of Columbia","77002"
"Amerihealth Caritas District of Columbia","77002"
"Amerihealth Caritas District of Columbia","77002"
"Amerihealth Caritas District of Columbia","77002"
"Amerihealth Caritas District of Columbia","77002"
"Amerihealth Caritas District of Columbia","77002"
"Amerihealth Caritas District of Columbia","77002"
"Ameritas Life Insurance Corp.","47009"
"Ameritas Life Insurance Corp.","47009"
"Ameritas Life Insurance Corp. of New York","72630"
"Ameritas Life Insurance Corp. of New York","72630"
"Amida Care","24818"
"Amida Care","24818"
"Amida Care Medicare","79966"
"Amida Care Medicare","79966"
"Amway Corporation","38255"
"Anchor Benefit Consulting Inc.","53085"
"Anchor Benefit Consulting Inc.","53085"
"Anchor Benefit Consulting Inc.","53085"
"Ancillary Benefit Services (ABS)","86062"
"Ancillary Benefit Services (ABS)","86062"
"Angeles IPA (SynerMed)","75299"
"Angeles IPA (SynerMed)","75299"
"Angeles IPA (SynerMed)","75299"
"Angeles IPA (SynerMed)","75299"
"Angeles IPA (SynerMed)","75299"
"Angeles IPA (SynerMed)","75299"
"Apex Benefit Services","34196"
"Apex Benefit Services","34196"
"Apostrophe","81312"
"Apostrophe","81312"
"Apostrophe","81312"
"AppleCare Medical Management","APP01"
"Araz Group","16120"
"Arcadian Management Services Inc","77045"
"Arcadian Management Services Inc","77045"
"Arcadian Management Services Inc","77045"
"Arcadian Management Services Inc","77045"
"Argus Dental Plans","ARGUS"
"Argus Dental Plans","ARGUS"
"Argus Dental Plans","ARGUS"
"Arizona Cenpatico Behavioral Health","68069"
"Arizona Foundation for Medical Care (AFMC)","86062"
"Arizona Foundation for Medical Care (AFMC)","86062"
"Arizona Priority Care Plus","27154"
"Arizona Priority Care Plus","27154"
"Arkansas Managed Care Organization Inc. (AMCO)","36335"
"Arkansas Managed Care Organization Inc. (AMCO)","36335"
"Arnett Health Plan","87726"
"Arnett Health Plan","87726"
"Arroyo Vista Family Health Center","NMM01"
"Asian American Medical Group","AAMG1"
"Asian American Medical Group","AAMG1"
"Asian American Medical Group","AAMG1"
