Payer Name_MDOnline,PayorID,Payer Name_ChangeHealthcare
AARP,87726,UnitedHealthcare Medicare Solutions / UnitedHealthcare Chronic Complete
AARP,87726,UnitedHealthcare Medicare Solutions / UnitedHealthcare Chronic Complete
AARP,87726,UnitedHealthcare Medicare Solutions / UnitedHealthcare Group Medicare Advan
AARP,87726,UnitedHealthcare Medicare Solutions / UnitedHealthcare Group Medicare Advan
AARP,87726,UnitedHealthcare Medicare Solutions / UnitedHealthcare MedicareComplete
AARP,87726,UnitedHealthcare Medicare Solutions / UnitedHealthcare MedicareComplete
AARP,87726,UnitedHealthcare Medicare Solutions / UnitedHealthcare MedicareDirect
AARP,87726,UnitedHealthcare Medicare Solutions / UnitedHealthcare MedicareDirect
AARP,87726,UnitedHealthcare Medicare Solutions / UnitedHealthcare Nursing Home Plan
AARP,87726,UnitedHealthcare Medicare Solutions / UnitedHealthcare Nursing Home Plan
AARP,87726,UnitedHealthcare West / formerly PacifiCare AZ CO
AARP,87726,UnitedHealthcare West / formerly PacifiCare AZ CO
AARP INSURED BY UNITEDHEALTHCARE INSURANCE COMPANY,36273,AARP Hospital Indemnity Plans insured by UnitedHealthcare Insurance Co
AARP INSURED BY UNITEDHEALTHCARE INSURANCE COMPANY,36273,AARP Hospital Indemnity Plans insured by UnitedHealthcare Insurance Co
AARP INSURED BY UNITEDHEALTHCARE INSURANCE COMPANY,36273,AARP Hospital Indemnity Plans insured by UnitedHealthcare Insurance Company
AARP INSURED BY UNITEDHEALTHCARE INSURANCE COMPANY,36273,AARP Hospital Indemnity Plans insured by UnitedHealthcare Insurance Company
AARP INSURED BY UNITEDHEALTHCARE INSURANCE COMPANY,36273,AARP Medicare Supplement Plans insured by UnitedHealthcare Insurance Co
AARP INSURED BY UNITEDHEALTHCARE INSURANCE COMPANY,36273,AARP Medicare Supplement Plans insured by UnitedHealthcare Insurance Co
AARP INSURED BY UNITEDHEALTHCARE INSURANCE COMPANY,36273,AARP Medicare Supplement Plans insured by UnitedHealthcare Insurance Compan
AARP INSURED BY UNITEDHEALTHCARE INSURANCE COMPANY,36273,AARP Medicare Supplement Plans insured by UnitedHealthcare Insurance Compan
ABMG - CLAIMS (DOS AFTER 07-01-2010 ONLY),A0701,Alta Bates Medical Group
ABMG - CLAIMS (DOS AFTER 07-01-2010 ONLY),A0701,Alta Bates Medical Group
ABRAZO ADVANTAGE HEALTH PLAN,3443,Phoenix Health Plans (Medicare - Abrazo)
ABRAZO ADVANTAGE HEALTH PLAN,3443,Phoenix Health Plans (Medicare - Abrazo)
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Arcadia Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Arcadia Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Arcadia Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Arcadia Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Arcadia Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Arcadia Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Riverport Insurance Company (Agricultural ONLY)
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Riverport Insurance Company (Agricultural ONLY)
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Riverport Insurance Company (Agricultural ONLY)
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Riverport Insurance Company (Agricultural ONLY)
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Riverport Insurance Company (Agricultural ONLY)
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Riverport Insurance Company (Agricultural ONLY)
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Tri-State Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Tri-State Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Tri-State Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Tri-State Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Tri-State Insurance Company
ACADIA INSURANCE COMPANY (WC)(ATTACHMENT),J1477,Tri-State Insurance Company
ACCESS IPA -REGAL,REGAL,Access IPA
ACCESS IPA -REGAL,REGAL,Heritage Provider Network
ACCESS IPA -REGAL,REGAL,Regal Medical Group
ACCESS MEDICAL GROUP,95424,Access Medical Group
ACS BENEFIT SERVICES INC,72467,ACS Benefit Services Inc.
ACS BENEFIT SERVICES INC,72467,ACS Benefit Services Inc.
ACS BENEFIT SERVICES INC,72467,ACS Benefit Services Inc.
ACS BENEFIT SERVICES INC,72467,ACS Benefit Services Inc.
ACTIVA BENEFIT SRVC/</br>AKA AMWAY CORP,38254,Insight Benefit Administrators
ACTIVA BENEFIT SRVC/</br>AKA AMWAY CORP,38254,Insight Benefit Administrators
"ADMINISTRATIVE  SERVICES,  INC",59141,Administrative Services Inc.
"ADMINISTRATIVE  SERVICES,  INC",59141,Administrative Services Inc.
"ADMINISTRATIVE CLAIM SERVICE, INC (WC)",J1005,JI Specialty Service
"ADMINISTRATIVE CLAIM SERVICE, INC (WC)",J1005,JI Specialty Service
"ADMINISTRATIVE CLAIM SERVICE, INC (WC)",J1005,JI Specialty Service
"ADMINISTRATIVE CLAIM SERVICE, INC (WC)",J1005,JI Specialty Service
"ADMINISTRATIVE CONCEPTS, INC",22384,Administrative Concepts Inc.
"ADMINISTRATIVE CONCEPTS, INC",22384,Administrative Concepts Inc.
"ADMINISTRATIVE CONCEPTS, INC",22384,Administrative Concepts Inc.
"ADMINISTRATIVE CONCEPTS, INC",22384,Administrative Concepts Inc.
"ADMINISTRATIVE CONCEPTS, INC",22384,Administrative Concepts Inc.
"ADMINISTRATIVE CONCEPTS, INC",22384,Administrative Concepts Inc.
"ADMINISTRATIVE CONCEPTS, INC",22384,Administrative Concepts Inc.
"ADMINISTRATIVE CONCEPTS, INC",22384,Administrative Concepts Inc.
"ADMINISTRATIVE CONCEPTS, INC",22384,Administrative Concepts Inc.
ADMINSURE (AUTO),J2292,Adminsure
ADMINSURE (AUTO),J2292,Adminsure
ADMINSURE (AUTO),J2292,Adminsure
ADMINSURE (AUTO),J2292,Adminsure
ADMINSURE (AUTO),J2292,Adminsure
ADMINSURE (AUTO),J2292,Adminsure
ADMIRAL LINEN & UNIFORM SERVICE (WC),J2144,Admiral Linen & Uniform Service
ADMIRAL LINEN & UNIFORM SERVICE (WC),J2144,Admiral Linen & Uniform Service
ADMIRAL LINEN & UNIFORM SERVICE (WC),J2144,Admiral Linen & Uniform Service
ADMIRAL LINEN & UNIFORM SERVICE (WC),J2144,Admiral Linen & Uniform Service
ADMIRAL LINEN & UNIFORM SERVICE (WC),J2144,Admiral Linen & Uniform Service
ADMIRAL LINEN & UNIFORM SERVICE (WC),J2144,Admiral Linen & Uniform Service
ADVANCE AMERICA CASH ADVANCE CENTERS - CO (AUTO),J1843,Advance America Cash Advance Centers
ADVANCE AMERICA CASH ADVANCE CENTERS - CO (AUTO),J1843,Advance America Cash Advance Centers
ADVANCE AMERICA CASH ADVANCE CENTERS - CO (AUTO),J1843,Advance America Cash Advance Centers
ADVANCE AMERICA CASH ADVANCE CENTERS - CO (AUTO),J1843,Advance America Cash Advance Centers
ADVANCE AMERICA CASH ADVANCE CENTERS - CO (AUTO),J1843,Advance America Cash Advance Centers
ADVANCE AMERICA CASH ADVANCE CENTERS - CO (AUTO),J1843,Advance America Cash Advance Centers
"ADVANCE SERVICES, INC. - CORVEL (AUTO)",J1608,Advance Services Inc.
"ADVANCE SERVICES, INC. - CORVEL (AUTO)",J1608,Advance Services Inc.
"ADVANCE SERVICES, INC. - CORVEL (AUTO)",J1608,Advance Services Inc.
"ADVANCE SERVICES, INC. - CORVEL (AUTO)",J1608,Advance Services Inc.
"ADVANCE SERVICES, INC. - CORVEL (AUTO)",J1608,Advance Services Inc.
"ADVANCE SERVICES, INC. - CORVEL (AUTO)",J1608,Advance Services Inc.
ADVANCED MEDICAL MANAGEMENT  - SEOUL MEDICAL GROUP,SMG01,Seoul Medical Group
ADVANCED MEDICAL MANAGEMENT  - SEOUL MEDICAL GROUP,SMG01,Seoul Medical Group
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Absolute Total Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Absolute Total Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Absolute Total Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Bridgeway Health Solutions
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Bridgeway Health Solutions
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Buckeye Community Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Buckeye Community Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Managed Health Services
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Managed Health Services
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Peach State
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Peach State
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Sunshine State
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Sunshine State
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Superior HealthPlan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Advantage by Superior HealthPlan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Buckeye Community Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Buckeye Community Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from CeltiCare Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from CeltiCare Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Magnolia Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Magnolia Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Managed Health Services
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Managed Health Services
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Peach State Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Peach State Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Sunshine Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Sunshine Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Superior Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter from Superior Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter of Arkansas
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Ambetter of Arkansas
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Arizona Cenpatico Behavioral Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Bridgeway Arizona
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Bridgeway Arizona
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Bridgeway Arizona
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Bridgeway Arizona
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Buckeye Community Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Buckeye Community Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Buckeye Community Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Buckeye Community Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,California Health and Wellness
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,CeltiCare
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,CeltiCare
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,CeltiCare
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,CeltiCare
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Centene LA Healthcare Connection
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Centene LA Healthcare Connection
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Coordinated Care Washington
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Florida Cenpatico Behavioral Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Georgia Cenpatico Behavioral Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Granite State Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Granite State Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Home State Health Plan Missouri
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,IlliniCare
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,IlliniCare
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,IlliniCare Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Illinois Cenpatico Behavioral Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Indiana Cenpatico Behavioral Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Integrated Mental Health Services Texas
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,KS - Sunflower State Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,KS - Sunflower State Health
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Kentucky Spirit Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Kentucky Spirit Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Louisiana Healthcare
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Louisiana Healthcare
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Louisiana Healthcare Connections
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Louisiana Healthcare Connections
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,MO - Missouri Home State Health Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,MO - Missouri Home State Health Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Magnolia
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Magnolia
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Magnolia Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Managed Health Services Indiana
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Managed Health Services Indiana (Medicaid HMO)
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Managed Health Services Indiana (Medicaid HMO)
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Managed Health Services Indiana (Medicaid HMO)
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Managed Health Services Wisconsin
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Managed Health Services Wisconsin
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Managed Health Services Wisconsin
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Managed Health Services Wisconsin
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Michigan Fidelis Secure Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Michigan Fidelis Secure Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Michigan Fidelis Secure Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Michigan Fidelis Secure Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Nebraska Total Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Nebraska Total Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,New Hampshire Healthy Families
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Peach State Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Peach State Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Peach State Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Silver Summit Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Silver Summit Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Sunflower State Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Sunshine State Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Sunshine State Health Plan
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Superior Health Plan Texas
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Superior Health Plan Texas
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Superior Health Plan Texas
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Trillium Medicaid
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Trillium Medicaid
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Trillium Medicare 2016
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,Trillium Medicare 2016
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,WA - Washington Coordinated Care
ADVANTAGE BY SUPERIOR HEALTH PLAN,68069,WA - Washington Coordinated Care
ADVANTAGE HEALTH SOLUTIONS,35209,Advantage Health Solutions
ADVANTAGE HEALTH SOLUTIONS,35209,Advantage Health Solutions
ADVANTAGE HEALTH SOLUTIONS,35209,Advantage Health Solutions
ADVANTAGE HEALTH SOLUTIONS,35209,Advantage Health Solutions
ADVANTAGE MED GROUP,NMM01,Advantage Med Grp
ADVANTAGE MED GROUP,NMM01,Allied Physicians
ADVANTAGE MED GROUP,NMM01,Arroyo Vista Family Health Center
ADVANTAGE MED GROUP,NMM01,Greater Orange County Medical Group
ADVANTAGE MED GROUP,NMM01,Greater San Gabriel Med Grp
ADVANTAGE MED GROUP,NMM01,Network Medical Management
ADVANTEK BENEFIT ADMINISTRATORS,83077,Advantek Benefit Administrators
ADVANTEK BENEFIT ADMINISTRATORS,83077,Advantek Benefit Administrators
ADVANTEK BENEFIT ADMINISTRATORS,83077,Advantek Benefit Administrators
ADVANTICA,59374,Advantica Benefits
ADVANTICA,59374,Advantica Benefits
ADVANTICA,59374,Advantica Benefits
ADVANZEON SOLUTIONS,59314,Advanzeon Solutions
